event_id,event,time_to_hit_hours,time_bin_within_event,stratum,fold
70401139,1,1.9381215852777776,1,1_q2,2
31560147,1,13.65678695611111,2,1_q3,2
51302326,1,8.173316426666666,2,1_q3,2
59912474,1,13.107416989166666,2,1_q3,2
97362560,1,5.694898473888888,2,1_q3,2
13122360,1,14.845391848611111,3,1_q4,2
33928266,1,14.473698290277778,3,1_q4,2
63182365,1,45.33606271222222,3,1_q4,2
31948591,0,21.072462156666663,0,0_q1,3
38909367,0,1.2861299941666668,0,0_q1,3
40086180,0,28.605494944444445,0,0_q1,3
57382947,0,36.16885794694444,0,0_q1,3
78849751,0,25.41608607333333,0,0_q1,3
80340843,0,15.704857095833336,0,0_q1,3
94424495,0,18.70687846777778,0,0_q1,3
12773599,0,44.02638364361111,1,0_q2,3
20307683,0,57.64380657,1,0_q2,3
21530188,0,48.92529547111111,1,0_q2,3
26940253,0,59.770840445000005,1,0_q2,3
49705111,0,55.818522988333335,1,0_q2,3
80054307,0,58.94130613333333,1,0_q2,3
87010233,0,55.56569673388889,1,0_q2,3
90380661,0,46.53057080222223,1,0_q2,3
48971236,0,63.75231567666667,2,0_q3,3
49498922,0,64.43527355388889,2,0_q3,3
51688491,0,64.3224387988889,2,0_q3,3
61186593,0,63.89179341861111,2,0_q3,3
68486145,0,62.33355677444444,2,0_q3,3
72709271,0,64.44994044611111,2,0_q3,3
76217490,0,62.41916849277778,2,0_q3,3
96270286,0,65.01258681861111,2,0_q3,3
22622416,0,66.27108549638889,3,0_q4,3
31054513,0,66.29603577333333,3,0_q4,3
35324503,0,65.57716615555556,3,0_q4,3
39841201,0,66.01104327,3,0_q4,3
46976428,0,65.19984843,3,0_q4,3
75429514,0,65.33281996694444,3,0_q4,3
80087496,0,66.79014055472223,3,0_q4,3
11945086,1,0.8888954830555557,0,1_q1,3
62568772,1,0.3765659569444444,0,1_q1,3
84946127,1,0.7176950166666667,0,1_q1,3
86957035,1,0.0071762169444444,0,1_q1,3
20620516,1,1.3979693241666669,1,1_q2,3
47633923,1,3.209417225277778,1,1_q2,3
80550714,1,3.2749512702777777,1,1_q2,3
17127751,1,10.90745898861111,2,1_q3,3
18292206,1,5.818159579722223,2,1_q3,3
55451314,1,4.457485441111111,2,1_q3,3
94404349,1,11.829236373333334,2,1_q3,3
52259907,1,43.8466829225,3,1_q4,3
93408578,1,14.844621146666666,3,1_q4,3
99071478,1,22.975783080277772,3,1_q4,3
18522515,0,37.394760509444446,0,0_q1,4
65120642,0,2.483279283888889,0,0_q1,4
71012530,0,12.242322164444444,0,0_q1,4
80232624,0,20.960517755,0,0_q1,4
81413445,0,0.3744860833333333,0,0_q1,4
82440747,0,15.154004238055556,0,0_q1,4
87095211,0,37.01667004194445,0,0_q1,4
17888481,0,55.464342727222224,1,0_q2,4
41274865,0,54.55067369638889,1,0_q2,4
48888338,0,42.30580721611111,1,0_q2,4
59088464,0,59.21964660277778,1,0_q2,4
59863246,0,57.08968793027778,1,0_q2,4
71782873,0,55.06555553472222,1,0_q2,4
82683747,0,50.51911318638889,1,0_q2,4
96372213,0,43.10983019555556,1,0_q2,4
23007167,0,63.71642466,2,0_q3,4
30421787,0,65.08492929527777,2,0_q3,4
33502571,0,61.79932206194445,2,0_q3,4
50154005,0,64.55913709361111,2,0_q3,4
52440944,0,62.52757699722222,2,0_q3,4
80745551,0,62.841039726944445,2,0_q3,4
91055825,0,62.9893877175,2,0_q3,4
18475932,0,66.42810308166666,3,0_q4,4
24959246,0,66.44899791333334,3,0_q4,4
35610300,0,66.0530840625,3,0_q4,4
40504901,0,66.96691891666667,3,0_q4,4
42751447,0,65.62142258833333,3,0_q4,4
47616223,0,66.18994638722222,3,0_q4,4
73046875,0,66.60121243222223,3,0_q4,4
73464738,0,65.69775239916666,3,0_q4,4
34940889,1,0.0012202119444444,0,1_q1,4
60871141,1,0.4100321630555555,0,1_q1,4
68911231,1,0.8671765008333333,0,1_q1,4
84366259,1,0.5391674044444444,0,1_q1,4
25766655,1,1.4752310216666666,1,1_q2,4
27517432,1,1.5778597725,1,1_q2,4
52813329,1,2.661197375833333,1,1_q2,4
54555851,1,3.791231432222222,2,1_q3,4
69938994,1,3.6673862175,2,1_q3,4
83950561,1,14.323375001111112,2,1_q3,4
18104294,1,23.84384341166667,3,1_q4,4
22620173,1,37.61671081416667,3,1_q4,4
24491699,1,14.728139878333334,3,1_q4,4
42731036,1,66.92046277222222,3,1_q4,4
